id_venta;fecha_venta;id_empleado;antiguedad_vendedor;id_cliente;nombre_cliente;email_cliente;genero_cliente;edad_cliente;ciudad_cliente;region_cliente;canal_venta;producto;categoria_producto;precio_unitario;cantidad;descuento_pct;monto_total
470;2024-04-15;28;5;250;Fernando Robles González;cliente250@mail.cl;Mujer;42.0;Viña del Mar;;Tienda;Maquillaje;;15000;1;0.0;15000.0
471;2024-04-16;11;0;123;Paulino Vargas Farías;cliente123@mail.cl;Hombre;54.0;Antofagasta;Antofagasta;App;Refrigerador;Electrohogar;800000;2;0.1;1440000.0
472;2024-04-17;19;5;11;Francisca Carla Muñoz Huerta;cliente11@mail.cl;Hombre;32.0;Temuco;;Tienda;Zapatillas;;55000;3;0.0;165000.0
473;2024-04-18;58;1;135;Sergio Guerrero Salazar;cliente135@mail.cl;Mujer;26.0;Puerto Montt;;Tienda;Polera;;12000;1;0.1;10800.0
474;2024-04-19;50;0;15;Carmen Fuenzalida López;cliente15@mail.cl;Hombre;18.0;Temuco;La Araucanía;App;Lavadora;;700000;1;0.05;665000.0
475;2024-04-20;27;4;5;Marina Carolina Palacios Araneda;cliente5@mail.cl;Hombre;35.0;Viña del Mar;Valparaíso;Tienda;Zapatillas;Calzado;55000;1;0.1;49500.0
476;2024-04-21;24;3;102;Vania Evelyn Leyton García;cliente102@mail.cl;Hombre;32.0;La Serena;Coquimbo;Tienda;Smartphone;Tecnología;450000;2;0.0;900000.0
477;2024-04-22;63;5;149;Olivia Pino Pizarro;cliente149@mail.cl;Mujer;44.0;Rancagua;;Web;Refrigerador;;800000;2;0.1;1440000.0
478;2024-04-23;19;5;165;Clara Rosa Aros Guerrero;cliente165@mail.cl;Mujer;49.0;Temuco;La Araucanía;Web;Polera;;12000;2;0.1;21600.0
479;2024-04-24;39;6;44;Humberto José Rivera Leiva;cliente44@mail.cl;Hombre;34.0;Antofagasta;Antofagasta;App;Pantalón;Vestuario;25000;1;0.0;25000.0
480;2024-04-25;55;9;118;Juana Morales Novoa;cliente118@mail.cl;Mujer;23.0;Antofagasta;Antofagasta;Web;Perfume;Belleza;35000;2;0.05;66500.0
481;2024-04-26;68;2;20;Manuel Muñoz González;cliente20@mail.cl;Hombre;21.0;Santiago;Región Metropolitana;Tienda;Refrigerador;Electrohogar;800000;3;0.0;2400000.0
482;2024-04-27;59;1;197;Constanza Seguel Morales;cliente197@mail.cl;Mujer;27.0;Antofagasta;Antofagasta;Web;Lavadora;Electrohogar;700000;1;0.0;700000.0
483;2024-04-28;7;8;71;Juan Rivera;cliente71@mail.cl;Mujer;42.0;Valparaíso;Valparaíso;Tienda;Maquillaje;Belleza;15000;3;0.05;42750.0
484;2024-04-29;42;4;35;Melania Jessica Urrutia Palacios;cliente35@mail.cl;Mujer;47.0;Talcahuano;Biobío;Tienda;Perfume;Belleza;35000;1;0.05;33250.0
485;2024-04-30;68;2;11;Francisca Carla Muñoz Huerta;cliente11@mail.cl;Hombre;32.0;Santiago;;Tienda;Pantalón;Vestuario;25000;1;0.05;23750.0
486;2024-05-01;65;0;37;Alejandro Rodrigo Toro Espinoza;cliente37@mail.cl;Hombre;40.0;Rancagua;;Tienda;Lavadora;Electrohogar;700000;1;0.0;700000.0
487;2024-05-02;21;5;247;Emilia Consuelo González Vallejos;cliente247@mail.cl;Mujer;32.0;Puerto Montt;Los Lagos;Tienda;Smartphone;Tecnología;450000;2;0.0;900000.0
488;2024-05-03;44;7;170;Benjamín Abarca;cliente170@mail.cl;Hombre;28.0;Antofagasta;Antofagasta;Web;Maquillaje;Belleza;15000;3;0.0;45000.0
489;2024-05-04;56;2;276;Valeska Godoy Riquelme;cliente276@mail.cl;Hombre;43.0;Talcahuano;Biobío;Web;Perfume;;35000;3;0.0;105000.0
490;2024-05-05;17;0;175;Carolina Villagrán Miranda;cliente175@mail.cl;Hombre;41.0;Santiago;;Web;Perfume;;35000;3;0.1;94500.0
491;2024-05-06;41;4;66;Samuel Aguilera;cliente66@mail.cl;Hombre;54.0;Antofagasta;;Tienda;Smartphone;Tecnología;450000;3;0.0;1350000.0
492;2024-05-07;55;9;94;Jorge Enrique Vidal Castillo;cliente94@mail.cl;Hombre;34.0;Antofagasta;;Tienda;Maquillaje;Belleza;15000;3;0.0;45000.0
493;2024-05-08;28;5;181;Alexandra Fuentes Lara;cliente181@mail.cl;Hombre;45.0;Viña del Mar;;App;Maquillaje;Belleza;15000;3;0.05;42750.0
494;2024-05-09;45;2;159;Patricio Luis Guzmán Herrera;cliente159@mail.cl;Mujer;38.0;Talcahuano;Biobío;Web;Maquillaje;Belleza;15000;2;0.0;30000.0
495;2024-05-10;12;0;234;Sebastián Hormazábal Sepúlveda;cliente234@mail.cl;Mujer;30.0;Viña del Mar;Valparaíso;Tienda;Notebook;;750000;2;0.0;1500000.0
496;2024-05-11;19;5;128;María Soto Castillo;cliente128@mail.cl;Mujer;31.0;Temuco;La Araucanía;Tienda;Perfume;;35000;2;0.0;70000.0
497;2024-05-12;44;7;175;Carolina Villagrán Miranda;cliente175@mail.cl;Hombre;41.0;Antofagasta;;Tienda;Notebook;Tecnología;750000;3;0.0;2250000.0
498;2024-05-13;29;1;279;Osvaldo Víctor Rivera Palma;cliente279@mail.cl;Mujer;38.0;Viña del Mar;Valparaíso;App;Pantalón;Vestuario;25000;2;0.0;50000.0
499;2024-05-14;56;2;126;Germán González Hermosilla;cliente126@mail.cl;Mujer;64.0;Talcahuano;Biobío;Tienda;Refrigerador;Electrohogar;800000;3;0.05;2280000.0
500;2024-05-15;47;1;106;Mariela Urzúa Moreno;cliente106@mail.cl;Hombre;42.0;Viña del Mar;;Tienda;Perfume;Belleza;35000;1;0.0;35000.0
501;2024-05-16;65;0;173;Josefa Berta Salazar Garrido;cliente173@mail.cl;Hombre;37.0;Rancagua;;Tienda;Polera;Vestuario;12000;1;0.05;11400.0
502;2024-05-17;13;0;204;Camila Natalia Pérez Arroyo;cliente204@mail.cl;Hombre;50.0;Talcahuano;Biobío;App;Maquillaje;Belleza;15000;3;0.05;42750.0
503;2024-05-18;11;0;46;Leonor María Romero Fuentes;cliente46@mail.cl;Mujer;29.0;Antofagasta;;App;Zapatillas;Calzado;55000;2;0.0;110000.0
504;2024-05-19;24;3;170;Benjamín Abarca;cliente170@mail.cl;Hombre;28.0;La Serena;;Tienda;Maquillaje;Belleza;15000;2;0.05;28500.0
505;2024-05-20;46;5;146;María Josefina Flores Manríquez;cliente146@mail.cl;Mujer;47.0;La Serena;Coquimbo;Tienda;TV;;650000;1;0.1;585000.0
506;2024-05-21;70;6;173;Josefa Berta Salazar Garrido;cliente173@mail.cl;Hombre;37.0;Talcahuano;;Web;Perfume;;35000;1;0.05;33250.0
507;2024-05-22;3;1;251;Luis Cisternas Apablaza;cliente251@mail.cl;Hombre;22.0;Valparaíso;Valparaíso;Tienda;Pantalón;Vestuario;25000;2;0.0;50000.0
508;2024-05-23;33;13;210;Mariana Patricia Allende Moya;cliente210@mail.cl;Hombre;75.0;Rancagua;;Tienda;Refrigerador;Electrohogar;800000;3;0.0;2400000.0
509;2024-05-24;33;13;255;Ximena Susana Medina Duarte;cliente255@mail.cl;Hombre;19.0;Rancagua;O'Higgins;Tienda;TV;Electrohogar;650000;3;0.0;1950000.0
510;2024-05-25;13;0;178;Emiliano Hernández Castillo;cliente178@mail.cl;Mujer;55.0;Talcahuano;;Tienda;Pantalón;Vestuario;25000;2;0.1;45000.0
511;2024-05-26;15;0;182;Pedro Jorge Cartes Pérez;cliente182@mail.cl;Hombre;27.0;Santiago;Región Metropolitana;Tienda;Smartphone;Tecnología;450000;1;0.0;450000.0
512;2024-05-27;48;6;8;Angelo Juan Vivanco Escobar;cliente8@mail.cl;Mujer;47.0;Valparaíso;Valparaíso;Tienda;Zapatillas;Calzado;55000;2;0.0;110000.0
513;2024-05-28;21;5;148;Víctor Alejandro Ramírez Soto;cliente148@mail.cl;Hombre;22.0;Puerto Montt;Los Lagos;App;Maquillaje;Belleza;15000;2;0.1;27000.0
514;2024-05-29;44;7;204;Camila Natalia Pérez Arroyo;cliente204@mail.cl;Hombre;50.0;Antofagasta;Antofagasta;Web;Zapatillas;Calzado;55000;2;0.1;99000.0
515;2024-05-30;7;8;177;Benjamín Claudio Riffo Cid;cliente177@mail.cl;Mujer;38.0;Valparaíso;Valparaíso;Web;Notebook;;750000;3;0.1;2025000.0
516;2024-05-31;46;5;248;Ian Dante Tapia Pereira;cliente248@mail.cl;Hombre;30.0;La Serena;;Tienda;Pantalón;Vestuario;25000;1;0.0;25000.0
517;2024-06-01;6;2;59;Eduardo Escobar Castro;cliente59@mail.cl;Hombre;41.0;Concepción;Biobío;Tienda;Notebook;Tecnología;750000;3;0.0;2250000.0
518;2024-06-02;2;2;272;Alison Araya-Millán;cliente272@mail.cl;Hombre;20.0;Rancagua;;Web;Zapatillas;Calzado;55000;2;0.0;110000.0
519;2024-06-03;28;5;168;Sergio Carlos Cerda-Reyes Toledo;cliente168@mail.cl;Hombre;60.0;Viña del Mar;Valparaíso;App;Lavadora;Electrohogar;700000;1;0.1;630000.0
520;2024-06-04;64;4;132;Jorge Rafael Riquelme Vargas;cliente132@mail.cl;Mujer;38.0;Temuco;La Araucanía;Web;Pantalón;Vestuario;25000;2;0.1;45000.0
521;2024-06-05;7;8;57;Mario Daniel Hernández Álvarez;cliente57@mail.cl;Mujer;27.0;Valparaíso;;Tienda;Refrigerador;;800000;3;0.05;2280000.0
522;2024-06-06;16;3;74;Gloria Urra Ramos;cliente74@mail.cl;Hombre;56.0;Temuco;;App;Zapatillas;;55000;2;0.05;104500.0
523;2024-06-07;9;9;152;Cristian Daniel Muñoz Morales;cliente152@mail.cl;Mujer;42.0;Valparaíso;Valparaíso;Web;Notebook;;750000;1;0.1;675000.0
524;2024-06-08;57;3;82;Noelia Lizama;cliente82@mail.cl;Hombre;38.0;Concepción;Biobío;Web;Smartphone;;450000;2;0.1;810000.0
525;2024-06-09;42;4;113;Pedro Héctor Toro Soto;cliente113@mail.cl;Mujer;38.0;Talcahuano;Biobío;Tienda;TV;Electrohogar;650000;3;0.0;1950000.0
526;2024-06-10;40;1;279;Osvaldo Víctor Rivera Palma;cliente279@mail.cl;Mujer;38.0;Talcahuano;Biobío;Tienda;TV;Electrohogar;650000;3;0.0;1950000.0
527;2024-06-11;27;4;114;Anahí Araya;cliente114@mail.cl;Mujer;67.0;Viña del Mar;;Tienda;Refrigerador;;800000;1;0.05;760000.0
528;2024-06-12;57;3;86;Rudecindo Cares;cliente86@mail.cl;Hombre;31.0;Concepción;;Web;Pantalón;Vestuario;25000;2;0.05;47500.0
529;2024-06-13;37;1;76;Benjamín Fernando Olea Retamal;cliente76@mail.cl;Hombre;47.0;Viña del Mar;Valparaíso;App;Notebook;;750000;1;0.0;750000.0
530;2024-06-14;33;13;240;María Evelyn Rodríguez Mardones;cliente240@mail.cl;Hombre;48.0;Rancagua;O'Higgins;App;Notebook;;750000;3;0.0;2250000.0
531;2024-06-15;7;8;186;Laura Mary Sánchez Quintanilla;cliente186@mail.cl;Mujer;46.0;Valparaíso;Valparaíso;Tienda;Maquillaje;;15000;1;0.05;14250.0
532;2024-06-16;1;8;210;Mariana Patricia Allende Moya;cliente210@mail.cl;Hombre;75.0;Santiago;Región Metropolitana;Tienda;TV;;650000;2;0.0;1300000.0
533;2024-06-17;44;7;61;Ingrid María Velásquez Herrera;cliente61@mail.cl;Mujer;32.0;Antofagasta;Antofagasta;App;Smartphone;Tecnología;450000;1;0.0;450000.0
534;2024-06-18;48;6;263;Carolina González Ruiz;cliente263@mail.cl;Mujer;18.0;Valparaíso;;Web;Refrigerador;;800000;1;0.1;720000.0
535;2024-06-19;10;7;175;Carolina Villagrán Miranda;cliente175@mail.cl;Hombre;41.0;Valparaíso;;Tienda;Refrigerador;Electrohogar;800000;3;0.05;2280000.0
536;2024-06-20;27;4;262;Nicolás Soto Aguilera;cliente262@mail.cl;Mujer;37.0;Viña del Mar;Valparaíso;Tienda;Pantalón;;25000;1;0.0;25000.0
537;2024-06-21;11;0;196;Darwin Ramón Saavedra Pino;cliente196@mail.cl;Hombre;42.0;Antofagasta;Antofagasta;App;Smartphone;;450000;1;0.0;450000.0
538;2024-06-22;30;0;121;Constanza Osorio;cliente121@mail.cl;Hombre;47.0;Valparaíso;Valparaíso;App;Zapatillas;Calzado;55000;3;0.1;148500.0
539;2024-06-23;66;2;70;Bárbara Torres;cliente70@mail.cl;Mujer;30.0;Talcahuano;Biobío;Web;Smartphone;Tecnología;450000;2;0.0;900000.0
540;2024-06-24;58;1;159;Patricio Luis Guzmán Herrera;cliente159@mail.cl;Mujer;38.0;Puerto Montt;Los Lagos;App;Notebook;;750000;2;0.0;1500000.0
541;2024-06-25;10;7;29;Jorge Giovanny Valencia Ramírez;cliente29@mail.cl;Hombre;30.0;Valparaíso;;Tienda;Pantalón;Vestuario;25000;1;0.0;25000.0
542;2024-06-26;36;4;270;Maite Díaz;cliente270@mail.cl;Hombre;39.0;Rancagua;O'Higgins;Web;Lavadora;;700000;3;0.0;2100000.0
543;2024-06-27;41;4;106;Mariela Urzúa Moreno;cliente106@mail.cl;Hombre;42.0;Antofagasta;Antofagasta;Web;Smartphone;;450000;3;0.0;1350000.0
544;2024-06-28;27;4;252;Mauricio Astorga;cliente252@mail.cl;Mujer;49.0;Viña del Mar;Valparaíso;Web;Lavadora;Electrohogar;700000;3;0.0;2100000.0
545;2024-06-29;31;4;43;Cristóbal Pastén Leal;cliente43@mail.cl;Hombre;36.0;Rancagua;O'Higgins;Tienda;Maquillaje;Belleza;15000;2;0.0;30000.0
546;2024-06-30;53;1;162;Francisco Ramírez Faúndez;cliente162@mail.cl;Mujer;47.0;Puerto Montt;;Tienda;Refrigerador;Electrohogar;800000;1;0.0;800000.0
547;2024-07-01;11;0;51;Milagros Marisol Tapia Rubio;cliente51@mail.cl;Hombre;38.0;Antofagasta;Antofagasta;App;Zapatillas;;55000;3;0.1;148500.0
548;2024-07-02;9;9;11;Francisca Carla Muñoz Huerta;cliente11@mail.cl;Hombre;32.0;Valparaíso;Valparaíso;Tienda;Lavadora;;700000;1;0.0;700000.0
549;2024-07-03;18;1;208;Héctor Pérez Carrasco;cliente208@mail.cl;Mujer;44.0;Talcahuano;;App;Zapatillas;;55000;1;0.05;52250.0
550;2024-07-04;19;5;161;Luis Carvajal;cliente161@mail.cl;Hombre;26.0;Temuco;La Araucanía;Web;Zapatillas;Calzado;55000;2;0.0;110000.0
551;2024-07-05;56;2;166;Sergio Carlos Pavez Díaz;cliente166@mail.cl;Mujer;42.0;Talcahuano;;Tienda;Zapatillas;Calzado;55000;1;0.0;55000.0
552;2024-07-06;39;6;228;Eladio Sandro Gaete Salazar;cliente228@mail.cl;Mujer;25.0;Antofagasta;;Tienda;Notebook;;750000;1;0.0;750000.0
553;2024-07-07;14;0;67;Francisca Valenzuela Pavez;cliente67@mail.cl;Hombre;37.0;Santiago;;Tienda;Lavadora;;700000;3;0.0;2100000.0
554;2024-07-08;29;1;138;John Alvarado Albornoz;cliente138@mail.cl;Mujer;34.0;Viña del Mar;Valparaíso;Tienda;Perfume;Belleza;35000;2;0.1;63000.0
555;2024-07-09;59;1;19;Teresa María Alvarado Guerra;cliente19@mail.cl;Hombre;27.0;Antofagasta;Antofagasta;Web;Zapatillas;;55000;1;0.0;55000.0
556;2024-07-10;69;1;269;José Patricio Valenzuela Estay;cliente269@mail.cl;Mujer;32.0;Puerto Montt;;Tienda;Zapatillas;Calzado;55000;2;0.0;110000.0
557;2024-07-11;32;5;274;Guillermo Oscar Cid Díaz;cliente274@mail.cl;Mujer;38.0;Puerto Montt;Los Lagos;Web;Perfume;Belleza;35000;1;0.05;33250.0
558;2024-07-12;32;5;27;Ricardo Iván Zapata Riquelme;cliente27@mail.cl;Mujer;24.0;Puerto Montt;;Web;Polera;Vestuario;12000;3;0.1;32400.0
559;2024-07-13;10;7;148;Víctor Alejandro Ramírez Soto;cliente148@mail.cl;Hombre;22.0;Valparaíso;;Web;Perfume;;35000;1;0.0;35000.0
560;2024-07-14;50;0;102;Vania Evelyn Leyton García;cliente102@mail.cl;Hombre;32.0;Temuco;La Araucanía;Tienda;Smartphone;;450000;2;0.0;900000.0
561;2024-07-15;6;2;221;Juan Héctor Castro Silva;cliente221@mail.cl;Mujer;65.0;Concepción;Biobío;App;Smartphone;Tecnología;450000;1;0.05;427500.0
562;2024-07-16;70;6;203;Marisol Vera-León Riquelme;cliente203@mail.cl;Mujer;50.0;Talcahuano;Biobío;App;Maquillaje;Belleza;15000;1;0.0;15000.0
563;2024-07-17;60;1;240;María Evelyn Rodríguez Mardones;cliente240@mail.cl;Hombre;48.0;Valparaíso;Valparaíso;Tienda;Lavadora;Electrohogar;700000;2;0.05;1330000.0
564;2024-07-18;65;0;236;María Silvia Parra Espinosa;cliente236@mail.cl;Mujer;45.0;Rancagua;;Tienda;Lavadora;;700000;1;0.05;665000.0
565;2024-07-19;44;7;209;Eduardo Castro Rivera;cliente209@mail.cl;Hombre;44.0;Antofagasta;Antofagasta;Tienda;TV;;650000;2;0.0;1300000.0
566;2024-07-20;3;1;99;María Lorena Bórquez Rodríguez;cliente99@mail.cl;Hombre;38.0;Valparaíso;;Web;Maquillaje;Belleza;15000;1;0.05;14250.0
567;2024-07-21;56;2;95;Leonor Corvalán;cliente95@mail.cl;Mujer;33.0;Talcahuano;Biobío;Tienda;Notebook;Tecnología;750000;3;0.0;2250000.0
568;2024-07-22;69;1;220;Génesis Macarena Venegas Sepúlveda;cliente220@mail.cl;Hombre;38.0;Puerto Montt;Los Lagos;App;Smartphone;;450000;2;0.0;900000.0
569;2024-07-23;9;9;231;Tomás Johan Vargas Leiva;cliente231@mail.cl;Hombre;29.0;Valparaíso;Valparaíso;Tienda;Polera;Vestuario;12000;3;0.0;36000.0
570;2024-07-24;40;1;177;Benjamín Claudio Riffo Cid;cliente177@mail.cl;Mujer;38.0;Talcahuano;Biobío;Tienda;Maquillaje;;15000;2;0.0;30000.0
571;2024-07-25;42;4;136;Maritza Thiare Mora Miranda;cliente136@mail.cl;Mujer;56.0;Talcahuano;;Web;Polera;Vestuario;12000;1;0.1;10800.0
572;2024-07-26;31;4;94;Jorge Enrique Vidal Castillo;cliente94@mail.cl;Hombre;34.0;Rancagua;;App;Zapatillas;;55000;3;0.0;165000.0
573;2024-07-27;60;1;151;Cecilia Edith Muñoz Toro;cliente151@mail.cl;Hombre;41.0;Valparaíso;Valparaíso;App;Smartphone;;450000;2;0.0;900000.0
574;2024-07-28;5;1;194;José Alejandro Araya Barros;cliente194@mail.cl;Mujer;23.0;Talcahuano;Biobío;Web;Perfume;Belleza;35000;1;0.0;35000.0
575;2024-07-29;66;2;31;María Fabiana Navarro Valencia;cliente31@mail.cl;Hombre;30.0;Talcahuano;;Web;Maquillaje;Belleza;15000;3;0.0;45000.0
576;2024-07-30;39;6;57;Mario Daniel Hernández Álvarez;cliente57@mail.cl;Mujer;27.0;Antofagasta;Antofagasta;Web;Perfume;Belleza;35000;3;0.1;94500.0
577;2024-07-31;26;6;262;Nicolás Soto Aguilera;cliente262@mail.cl;Mujer;37.0;Rancagua;O'Higgins;Web;Refrigerador;Electrohogar;800000;2;0.1;1440000.0
578;2024-08-01;4;3;67;Francisca Valenzuela Pavez;cliente67@mail.cl;Hombre;37.0;Concepción;Biobío;Web;Notebook;Tecnología;750000;2;0.1;1350000.0
579;2024-08-02;7;8;245;Ariel Andrade;cliente245@mail.cl;Mujer;23.0;Valparaíso;Valparaíso;Web;Refrigerador;Electrohogar;800000;3;0.1;2160000.0
580;2024-08-03;30;0;158;Braulio Diego Mondaca Muñoz;cliente158@mail.cl;Hombre;43.0;Valparaíso;;Tienda;TV;Electrohogar;650000;1;0.0;650000.0
581;2024-08-04;47;1;178;Emiliano Hernández Castillo;cliente178@mail.cl;Mujer;55.0;Viña del Mar;;Tienda;Notebook;Tecnología;750000;2;0.1;1350000.0
582;2024-08-05;15;0;7;Daniela Francisca Palacios Allendes;cliente7@mail.cl;Hombre;56.0;Santiago;Región Metropolitana;Web;Perfume;Belleza;35000;3;0.0;105000.0
583;2024-08-06;3;1;77;María Amanda Vargas Alarcón;cliente77@mail.cl;Hombre;39.0;Valparaíso;;App;Perfume;;35000;1;0.0;35000.0
584;2024-08-07;33;13;38;Christian Francisco Rojas Oyarzo;cliente38@mail.cl;Hombre;18.0;Rancagua;O'Higgins;Tienda;Pantalón;Vestuario;25000;3;0.1;67500.0
585;2024-08-08;58;1;230;Blanca Anahí González Retamal;cliente230@mail.cl;Hombre;46.0;Puerto Montt;Los Lagos;App;Perfume;;35000;3;0.0;105000.0
586;2024-08-09;10;7;37;Alejandro Rodrigo Toro Espinoza;cliente37@mail.cl;Hombre;40.0;Valparaíso;Valparaíso;App;TV;Electrohogar;650000;3;0.05;1852500.0
587;2024-08-10;52;0;253;Luis Franco Barros Hermosilla;cliente253@mail.cl;Hombre;38.0;Talcahuano;;App;TV;Electrohogar;650000;3;0.0;1950000.0
588;2024-08-11;54;9;50;Jorge Joaquín Sánchez Leiva;cliente50@mail.cl;Hombre;18.0;Talcahuano;Biobío;Tienda;Lavadora;Electrohogar;700000;1;0.05;665000.0
589;2024-08-12;66;2;114;Anahí Araya;cliente114@mail.cl;Mujer;67.0;Talcahuano;;Web;Polera;Vestuario;12000;3;0.1;32400.0
590;2024-08-13;67;0;42;Matías Kevin Pérez Escalona;cliente42@mail.cl;Hombre;40.0;Talcahuano;Biobío;Tienda;Refrigerador;Electrohogar;800000;3;0.05;2280000.0
591;2024-08-14;29;1;123;Paulino Vargas Farías;cliente123@mail.cl;Hombre;54.0;Viña del Mar;;Web;Zapatillas;;55000;2;0.0;110000.0
592;2024-08-15;16;3;91;María Ávalos Vergara;cliente91@mail.cl;Hombre;39.0;Temuco;;App;Polera;Vestuario;12000;3;0.1;32400.0
593;2024-08-16;54;9;138;John Alvarado Albornoz;cliente138@mail.cl;Mujer;34.0;Talcahuano;Biobío;Tienda;Refrigerador;Electrohogar;800000;3;0.05;2280000.0
594;2024-08-17;48;6;272;Alison Araya-Millán;cliente272@mail.cl;Hombre;20.0;Valparaíso;;Tienda;Pantalón;Vestuario;25000;3;0.1;67500.0
595;2024-08-18;39;6;238;Manuel Rodríguez Pérez;cliente238@mail.cl;Hombre;40.0;Antofagasta;Antofagasta;Tienda;Polera;Vestuario;12000;1;0.1;10800.0
596;2024-08-19;69;1;254;María González Alfaro;cliente254@mail.cl;Hombre;50.0;Puerto Montt;Los Lagos;App;Perfume;Belleza;35000;3;0.0;105000.0
597;2024-08-20;43;0;138;John Alvarado Albornoz;cliente138@mail.cl;Mujer;34.0;Santiago;Región Metropolitana;Tienda;Refrigerador;Electrohogar;800000;1;0.0;800000.0
598;2024-08-21;19;5;207;Eduardo René Valenzuela Venegas;cliente207@mail.cl;Mujer;44.0;Temuco;;Web;Polera;;12000;2;0.05;22800.0
599;2024-08-22;16;3;262;Nicolás Soto Aguilera;cliente262@mail.cl;Mujer;37.0;Temuco;La Araucanía;App;Zapatillas;;55000;1;0.1;49500.0
600;2024-08-23;8;1;122;Carlos Aranda-Ortiz;cliente122@mail.cl;Mujer;27.0;Puerto Montt;Los Lagos;Web;Pantalón;;25000;2;0.0;50000.0
601;2024-08-24;59;1;148;Víctor Alejandro Ramírez Soto;cliente148@mail.cl;Hombre;22.0;Antofagasta;Antofagasta;App;Lavadora;Electrohogar;700000;1;0.0;700000.0
602;2024-08-25;60;1;80;Pedro Ramón Serrano Ibáñez;cliente80@mail.cl;Mujer;18.0;Valparaíso;Valparaíso;Tienda;Pantalón;Vestuario;25000;3;0.1;67500.0
603;2024-08-26;57;3;64;Arnoldo Anselmo Cubillos Veloso;cliente64@mail.cl;Hombre;23.0;Concepción;Biobío;Tienda;Maquillaje;;15000;3;0.1;40500.0
604;2024-08-27;53;1;81;Joaquín Jaime Segura Parra;cliente81@mail.cl;Mujer;35.0;Puerto Montt;;App;Refrigerador;Electrohogar;800000;1;0.0;800000.0
605;2024-08-28;13;0;115;Juan Michel Maldonado Molina;cliente115@mail.cl;Mujer;35.0;Talcahuano;Biobío;Web;Pantalón;Vestuario;25000;3;0.1;67500.0
606;2024-08-29;14;0;191;Claudio Rodrigo Mancilla Sáez;cliente191@mail.cl;Mujer;32.0;Santiago;Región Metropolitana;Tienda;Lavadora;Electrohogar;700000;1;0.1;630000.0
607;2024-08-30;51;7;93;Irma Espinoza Araya;cliente93@mail.cl;Mujer;29.0;Rancagua;;App;TV;Electrohogar;650000;1;0.05;617500.0
608;2024-08-31;35;1;180;Gisela Carol Ávila Suárez;cliente180@mail.cl;Hombre;70.0;Antofagasta;;App;Refrigerador;;800000;2;0.1;1440000.0
609;2024-09-01;10;7;2;Rosa Gaete Castro;cliente2@mail.cl;Hombre;36.0;Valparaíso;;Web;Polera;Vestuario;12000;1;0.1;10800.0
610;2024-09-02;57;3;232;Miguel Araya Segura;cliente232@mail.cl;Hombre;40.0;Concepción;Biobío;Web;TV;;650000;1;0.1;585000.0
611;2024-09-03;37;1;129;Alejandra Castro Torres;cliente129@mail.cl;Mujer;39.0;Viña del Mar;;Tienda;Lavadora;Electrohogar;700000;3;0.1;1890000.0
612;2024-09-04;54;9;164;Samuel Arias;cliente164@mail.cl;Mujer;28.0;Talcahuano;Biobío;Web;TV;Electrohogar;650000;1;0.1;585000.0
613;2024-09-05;34;1;143;Margarita Gladys Riquelme Mamani;cliente143@mail.cl;Mujer;18.0;Concepción;;App;Refrigerador;;800000;1;0.05;760000.0
614;2024-09-06;9;9;135;Sergio Guerrero Salazar;cliente135@mail.cl;Mujer;26.0;Valparaíso;Valparaíso;Web;Smartphone;Tecnología;450000;2;0.05;855000.0
615;2024-09-07;60;1;136;Maritza Thiare Mora Miranda;cliente136@mail.cl;Mujer;56.0;Valparaíso;Valparaíso;Tienda;Pantalón;;25000;2;0.05;47500.0
616;2024-09-08;63;5;186;Laura Mary Sánchez Quintanilla;cliente186@mail.cl;Mujer;46.0;Rancagua;O'Higgins;App;Lavadora;Electrohogar;700000;3;0.0;2100000.0
617;2024-09-09;51;7;25;Lissette Susan Mella Sánchez;cliente25@mail.cl;Mujer;31.0;Rancagua;O'Higgins;Web;Perfume;Belleza;35000;3;0.05;99750.0
618;2024-09-10;63;5;231;Tomás Johan Vargas Leiva;cliente231@mail.cl;Hombre;29.0;Rancagua;O'Higgins;Web;Maquillaje;;15000;1;0.0;15000.0
619;2024-09-11;53;1;166;Sergio Carlos Pavez Díaz;cliente166@mail.cl;Mujer;42.0;Puerto Montt;Los Lagos;Web;Zapatillas;;55000;3;0.1;148500.0
620;2024-09-12;63;5;20;Manuel Muñoz González;cliente20@mail.cl;Hombre;21.0;Rancagua;O'Higgins;App;Refrigerador;Electrohogar;800000;1;0.1;720000.0
621;2024-09-13;47;1;172;Manuel Candia Garrido;cliente172@mail.cl;Hombre;28.0;Viña del Mar;;App;Pantalón;;25000;1;0.05;23750.0
622;2024-09-14;4;3;115;Juan Michel Maldonado Molina;cliente115@mail.cl;Mujer;35.0;Concepción;Biobío;Tienda;Refrigerador;Electrohogar;800000;1;0.05;760000.0
623;2024-09-15;21;5;110;Flavia Estela Cruz Castro;cliente110@mail.cl;Mujer;37.0;Puerto Montt;Los Lagos;Tienda;Smartphone;;450000;3;0.0;1350000.0
624;2024-09-16;43;0;25;Lissette Susan Mella Sánchez;cliente25@mail.cl;Mujer;31.0;Santiago;;Tienda;Perfume;Belleza;35000;2;0.0;70000.0
625;2024-09-17;49;1;122;Carlos Aranda-Ortiz;cliente122@mail.cl;Mujer;27.0;Antofagasta;;Tienda;Perfume;;35000;2;0.0;70000.0
