id_venta;fecha_venta;id_empleado;antiguedad_vendedor;id_cliente;nombre_cliente;email_cliente;genero_cliente;edad_cliente;ciudad_cliente;region_cliente;canal_venta;producto;categoria_producto;precio_unitario;cantidad;descuento_pct
506;21/05/2024;70;6;173;Josefa Berta Salazar Garrido;cliente173@mail.cl;Hombre;37.0;Talcahuano;;Web;Perfume;;35000;1;0.05
507;22/05/2024;3;1;251;Luis Cisternas Apablaza;cliente251@mail.cl;Hombre;22.0;Valparaíso;Valparaíso;Tienda;Pantalón;Vestuario;25000;2;
508;23/05/2024;33;13;210;Mariana Patricia Allende Moya;cliente210@mail.cl;Hombre;75.0;Rancagua;;Tienda;Refrigerador;Electrohogar;800000;3;0.0
509;24/05/2024;33;13;255;Ximena Susana Medina Duarte;cliente255@mail.cl;Hombre;19.0;Rancagua;O'Higgins;Tienda;TV;Electrohogar;650000;3;0.0
510;25/05/2024;13;0;178;Emiliano Hernández Castillo;cliente178@mail.cl;Mujer;55.0;Talcahuano;;Tienda;Pantalón;Vestuario;25000;2;0.1
511;26/05/2024;15;0;182;Pedro Jorge Cartes Pérez;cliente182@mail.cl;Hombre;27.0;Santiago;Región Metropolitana;Tienda;Smartphone;Tecnología;450000;1;
512;27/05/2024;48;6;8;Angelo Juan Vivanco Escobar;cliente8@mail.cl;Mujer;47.0;Valparaíso;Valparaíso;Tienda;Zapatillas;Calzado;55000;2;0.0
513;28/05/2024;21;5;148;Víctor Alejandro Ramírez Soto;cliente148@mail.cl;Hombre;22.0;Puerto Montt;Los Lagos;App;Maquillaje;Belleza;15000;2;0.1
514;29/05/2024;44;7;204;Camila Natalia Pérez Arroyo;cliente204@mail.cl;Hombre;50.0;Antofagasta;Antofagasta;Web;Zapatillas;Calzado;55000;2;0.1
515;30/05/2024;7;8;177;Benjamín Claudio Riffo Cid;cliente177@mail.cl;Mujer;38.0;Valparaíso;Valparaíso;Web;Notebook;;750000;3;0.1
516;31/05/2024;46;5;248;Ian Dante Tapia Pereira;cliente248@mail.cl;Hombre;30.0;La Serena;;Tienda;Pantalón;Vestuario;25000;1;
517;01/06/2024;6;2;59;Eduardo Escobar Castro;cliente59@mail.cl;Hombre;41.0;Concepción;Biobío;Tienda;Notebook;Tecnología;750000;3;
518;02/06/2024;2;2;272;Alison Araya-Millán;cliente272@mail.cl;Hombre;20.0;Rancagua;;Web;Zapatillas;Calzado;55000;2;0.0
519;03/06/2024;28;5;168;Sergio Carlos Cerda-Reyes Toledo;cliente168@mail.cl;Hombre;60.0;Viña del Mar;Valparaíso;App;Lavadora;Electrohogar;700000;1;0.1
520;04/06/2024;64;4;132;Jorge Rafael Riquelme Vargas;cliente132@mail.cl;Mujer;38.0;Temuco;La Araucanía;Web;Pantalón;Vestuario;25000;2;0.1
521;05/06/2024;7;8;57;Mario Daniel Hernández Álvarez;cliente57@mail.cl;Mujer;27.0;Valparaíso;;Tienda;Refrigerador;;800000;3;0.05
522;06/06/2024;16;3;74;Gloria Urra Ramos;cliente74@mail.cl;Hombre;56.0;Temuco;;App;Zapatillas;;55000;2;0.05
523;07/06/2024;9;9;152;Cristian Daniel Muñoz Morales;cliente152@mail.cl;Mujer;42.0;Valparaíso;Valparaíso;Web;Notebook;;750000;1;0.1
524;08/06/2024;57;3;82;Noelia Lizama;cliente82@mail.cl;Hombre;;Concepción;Biobío;Web;Smartphone;;450000;2;0.1
525;09/06/2024;42;4;113;Pedro Héctor Toro Soto;cliente113@mail.cl;Mujer;38.0;Talcahuano;Biobío;Tienda;TV;Electrohogar;650000;3;0.0
526;10/06/2024;40;1;279;Osvaldo Víctor Rivera Palma;cliente279@mail.cl;Mujer;38.0;Talcahuano;Biobío;Tienda;TV;Electrohogar;650000;3;
527;11/06/2024;27;4;114;Anahí Araya;cliente114@mail.cl;Mujer;67.0;Viña del Mar;;Tienda;Refrigerador;;800000;1;0.05
528;12/06/2024;57;3;86;Rudecindo Cares;cliente86@mail.cl;Hombre;31.0;Concepción;;Web;Pantalón;Vestuario;25000;2;0.05
529;13/06/2024;37;1;76;Benjamín Fernando Olea Retamal;cliente76@mail.cl;Hombre;47.0;Viña del Mar;Valparaíso;App;Notebook;;750000;1;
530;14/06/2024;33;13;240;María Evelyn Rodríguez Mardones;cliente240@mail.cl;Hombre;48.0;Rancagua;O'Higgins;App;Notebook;;750000;3;0.0
531;15/06/2024;7;8;186;Laura Mary Sánchez Quintanilla;cliente186@mail.cl;Mujer;46.0;Valparaíso;Valparaíso;Tienda;Maquillaje;;15000;1;0.05
532;16/06/2024;1;8;210;Mariana Patricia Allende Moya;cliente210@mail.cl;Hombre;75.0;Santiago;Región Metropolitana;Tienda;TV;;650000;2;
533;17/06/2024;44;7;61;Ingrid María Velásquez Herrera;cliente61@mail.cl;Mujer;32.0;Antofagasta;Antofagasta;App;Smartphone;Tecnología;450000;1;0.0
534;18/06/2024;48;6;263;Carolina González Ruiz;cliente263@mail.cl;Mujer;18.0;Valparaíso;;Web;Refrigerador;;800000;1;0.1
535;19/06/2024;10;7;175;Carolina Villagrán Miranda;cliente175@mail.cl;Hombre;41.0;Valparaíso;;Tienda;Refrigerador;Electrohogar;800000;3;0.05
536;20/06/2024;27;4;262;Nicolás Soto Aguilera;cliente262@mail.cl;Mujer;37.0;Viña del Mar;Valparaíso;Tienda;Pantalón;;25000;1;0.0
537;21/06/2024;11;0;196;Darwin Ramón Saavedra Pino;cliente196@mail.cl;Hombre;42.0;Antofagasta;Antofagasta;App;Smartphone;;450000;1;0.0
538;22/06/2024;30;0;121;Constanza Osorio;cliente121@mail.cl;Hombre;47.0;Valparaíso;Valparaíso;App;Zapatillas;Calzado;55000;3;0.1
539;23/06/2024;66;2;70;Bárbara Torres;cliente70@mail.cl;Mujer;30.0;Talcahuano;Biobío;Web;Smartphone;Tecnología;450000;2;
540;24/06/2024;58;1;159;Patricio Luis Guzmán Herrera;cliente159@mail.cl;Mujer;;Puerto Montt;Los Lagos;App;Notebook;;750000;2;0.0
541;25/06/2024;10;7;29;Jorge Giovanny Valencia Ramírez;cliente29@mail.cl;Hombre;30.0;Valparaíso;;Tienda;Pantalón;Vestuario;25000;1;0.0
542;26/06/2024;36;4;270;Maite Díaz;cliente270@mail.cl;Hombre;39.0;Rancagua;O'Higgins;Web;Lavadora;;700000;3;0.0
543;27/06/2024;41;4;106;Mariela Urzúa Moreno;cliente106@mail.cl;Hombre;42.0;Antofagasta;Antofagasta;Web;Smartphone;;450000;3;0.0
544;28/06/2024;27;4;252;Mauricio Astorga;cliente252@mail.cl;Mujer;49.0;Viña del Mar;Valparaíso;Web;Lavadora;Electrohogar;700000;3;0.0
545;29/06/2024;31;4;43;Cristóbal Pastén Leal;cliente43@mail.cl;Hombre;36.0;Rancagua;O'Higgins;Tienda;Maquillaje;Belleza;15000;2;0.0
546;30/06/2024;53;1;162;Francisco Ramírez Faúndez;cliente162@mail.cl;Mujer;47.0;Puerto Montt;;Tienda;Refrigerador;Electrohogar;800000;1;0.0
547;01/07/2024;11;0;51;Milagros Marisol Tapia Rubio;cliente51@mail.cl;Hombre;;Antofagasta;Antofagasta;App;Zapatillas;;55000;3;0.1
548;02/07/2024;9;9;11;Francisca Carla Muñoz Huerta;cliente11@mail.cl;Hombre;32.0;Valparaíso;Valparaíso;Tienda;Lavadora;;700000;1;0.0
549;03/07/2024;18;1;208;Héctor Pérez Carrasco;cliente208@mail.cl;Mujer;44.0;Talcahuano;;App;Zapatillas;;55000;1;0.05
550;04/07/2024;19;5;161;Luis Carvajal;cliente161@mail.cl;Hombre;26.0;Temuco;La Araucanía;Web;Zapatillas;Calzado;55000;2;
551;05/07/2024;56;2;166;Sergio Carlos Pavez Díaz;cliente166@mail.cl;Mujer;42.0;Talcahuano;;Tienda;Zapatillas;Calzado;55000;1;
552;06/07/2024;39;6;228;Eladio Sandro Gaete Salazar;cliente228@mail.cl;Mujer;25.0;Antofagasta;;Tienda;Notebook;;750000;1;0.0
553;07/07/2024;14;0;67;Francisca Valenzuela Pavez;cliente67@mail.cl;Hombre;37.0;Santiago;;Tienda;Lavadora;;700000;3;0.0
554;08/07/2024;29;1;138;John Alvarado Albornoz;cliente138@mail.cl;Mujer;34.0;Viña del Mar;Valparaíso;Tienda;Perfume;Belleza;35000;2;0.1
555;09/07/2024;59;1;19;Teresa María Alvarado Guerra;cliente19@mail.cl;Hombre;27.0;Antofagasta;Antofagasta;Web;Zapatillas;;55000;1;0.0
556;10/07/2024;69;1;269;José Patricio Valenzuela Estay;cliente269@mail.cl;Mujer;32.0;Puerto Montt;;Tienda;Zapatillas;Calzado;55000;2;0.0
557;11/07/2024;32;5;274;Guillermo Oscar Cid Díaz;cliente274@mail.cl;Mujer;38.0;Puerto Montt;Los Lagos;Web;Perfume;Belleza;35000;1;0.05
558;12/07/2024;32;5;27;Ricardo Iván Zapata Riquelme;cliente27@mail.cl;Mujer;24.0;Puerto Montt;;Web;Polera;Vestuario;12000;3;0.1
559;13/07/2024;10;7;148;Víctor Alejandro Ramírez Soto;cliente148@mail.cl;Hombre;22.0;Valparaíso;;Web;Perfume;;35000;1;
560;14/07/2024;50;0;102;Vania Evelyn Leyton García;cliente102@mail.cl;Hombre;32.0;Temuco;La Araucanía;Tienda;Smartphone;;450000;2;
561;15/07/2024;6;2;221;Juan Héctor Castro Silva;cliente221@mail.cl;Mujer;65.0;Concepción;Biobío;App;Smartphone;Tecnología;450000;1;0.05
562;16/07/2024;70;6;203;Marisol Vera-León Riquelme;cliente203@mail.cl;Mujer;50.0;Talcahuano;Biobío;App;Maquillaje;Belleza;15000;1;
563;17/07/2024;60;1;240;María Evelyn Rodríguez Mardones;cliente240@mail.cl;Hombre;48.0;Valparaíso;Valparaíso;Tienda;Lavadora;Electrohogar;700000;2;0.05
564;18/07/2024;65;0;236;María Silvia Parra Espinosa;cliente236@mail.cl;Mujer;45.0;Rancagua;;Tienda;Lavadora;;700000;1;0.05
565;19/07/2024;44;7;209;Eduardo Castro Rivera;cliente209@mail.cl;Hombre;44.0;Antofagasta;Antofagasta;Tienda;TV;;650000;2;
566;20/07/2024;3;1;99;María Lorena Bórquez Rodríguez;cliente99@mail.cl;Hombre;38.0;Valparaíso;;Web;Maquillaje;Belleza;15000;1;0.05
567;21/07/2024;56;2;95;Leonor Corvalán;cliente95@mail.cl;Mujer;33.0;Talcahuano;Biobío;Tienda;Notebook;Tecnología;750000;3;0.0
568;22/07/2024;69;1;220;Génesis Macarena Venegas Sepúlveda;cliente220@mail.cl;Hombre;38.0;Puerto Montt;Los Lagos;App;Smartphone;;450000;2;
569;23/07/2024;9;9;231;Tomás Johan Vargas Leiva;cliente231@mail.cl;Hombre;29.0;Valparaíso;Valparaíso;Tienda;Polera;Vestuario;12000;3;0.0
570;24/07/2024;40;1;177;Benjamín Claudio Riffo Cid;cliente177@mail.cl;Mujer;38.0;Talcahuano;Biobío;Tienda;Maquillaje;;15000;2;
571;25/07/2024;42;4;136;Maritza Thiare Mora Miranda;cliente136@mail.cl;Mujer;56.0;Talcahuano;;Web;Polera;Vestuario;12000;1;0.1
572;26/07/2024;31;4;94;Jorge Enrique Vidal Castillo;cliente94@mail.cl;Hombre;34.0;Rancagua;;App;Zapatillas;;55000;3;
573;27/07/2024;60;1;151;Cecilia Edith Muñoz Toro;cliente151@mail.cl;Hombre;41.0;Valparaíso;Valparaíso;App;Smartphone;;450000;2;
574;28/07/2024;5;1;194;José Alejandro Araya Barros;cliente194@mail.cl;Mujer;23.0;Talcahuano;Biobío;Web;Perfume;Belleza;35000;1;
575;29/07/2024;66;2;31;María Fabiana Navarro Valencia;cliente31@mail.cl;Hombre;30.0;Talcahuano;;Web;Maquillaje;Belleza;15000;3;0.0
576;30/07/2024;39;6;57;Mario Daniel Hernández Álvarez;cliente57@mail.cl;Mujer;27.0;Antofagasta;Antofagasta;Web;Perfume;Belleza;35000;3;0.1
577;31/07/2024;26;6;262;Nicolás Soto Aguilera;cliente262@mail.cl;Mujer;37.0;Rancagua;O'Higgins;Web;Refrigerador;Electrohogar;800000;2;0.1
578;01/08/2024;4;3;67;Francisca Valenzuela Pavez;cliente67@mail.cl;Hombre;37.0;Concepción;Biobío;Web;Notebook;Tecnología;750000;2;0.1
579;02/08/2024;7;8;245;Ariel Andrade;cliente245@mail.cl;Mujer;23.0;Valparaíso;Valparaíso;Web;Refrigerador;Electrohogar;800000;3;0.1
580;03/08/2024;30;0;158;Braulio Diego Mondaca Muñoz;cliente158@mail.cl;Hombre;43.0;Valparaíso;;Tienda;TV;Electrohogar;650000;1;0.0
581;04/08/2024;47;1;178;Emiliano Hernández Castillo;cliente178@mail.cl;Mujer;55.0;Viña del Mar;;Tienda;Notebook;Tecnología;750000;2;0.1
582;05/08/2024;15;0;7;Daniela Francisca Palacios Allendes;cliente7@mail.cl;Hombre;56.0;Santiago;RM;Web;Perfume;Belleza;35000;3;
583;06/08/2024;3;1;77;María Amanda Vargas Alarcón;cliente77@mail.cl;Hombre;39.0;Valparaíso;;App;Perfume;;35000;1;
584;07/08/2024;33;13;38;Christian Francisco Rojas Oyarzo;cliente38@mail.cl;Hombre;18.0;Rancagua;O'Higgins;Tienda;Pantalón;Vestuario;25000;3;0.1
585;08/08/2024;58;1;230;Blanca Anahí González Retamal;cliente230@mail.cl;Hombre;46.0;Puerto Montt;Los Lagos;App;Perfume;;35000;3;0.0
586;09/08/2024;10;7;37;Alejandro Rodrigo Toro Espinoza;cliente37@mail.cl;Hombre;40.0;Valparaíso;Valparaíso;App;TV;Electrohogar;650000;3;0.05
587;10/08/2024;52;0;253;Luis Franco Barros Hermosilla;cliente253@mail.cl;Hombre;;Talcahuano;;App;TV;Electrohogar;650000;3;
588;11/08/2024;54;9;50;Jorge Joaquín Sánchez Leiva;cliente50@mail.cl;Hombre;18.0;Talcahuano;Biobío;Tienda;Lavadora;Electrohogar;700000;1;0.05
589;12/08/2024;66;2;114;Anahí Araya;cliente114@mail.cl;Mujer;67.0;Talcahuano;;Web;Polera;Vestuario;12000;3;0.1
590;13/08/2024;67;0;42;Matías Kevin Pérez Escalona;cliente42@mail.cl;Hombre;40.0;Talcahuano;Biobío;Tienda;Refrigerador;Electrohogar;800000;3;0.05
591;14/08/2024;29;1;123;Paulino Vargas Farías;cliente123@mail.cl;Hombre;54.0;Viña del Mar;;Web;Zapatillas;;55000;2;
592;15/08/2024;16;3;91;María Ávalos Vergara;cliente91@mail.cl;Hombre;39.0;Temuco;;App;Polera;Vestuario;12000;3;0.1
593;16/08/2024;54;9;138;John Alvarado Albornoz;cliente138@mail.cl;Mujer;34.0;Talcahuano;Biobío;Tienda;Refrigerador;Electrohogar;800000;3;0.05
594;17/08/2024;48;6;272;Alison Araya-Millán;cliente272@mail.cl;Hombre;20.0;Valparaíso;;Tienda;Pantalón;Vestuario;25000;3;0.1
595;18/08/2024;39;6;238;Manuel Rodríguez Pérez;cliente238@mail.cl;Hombre;40.0;Antofagasta;Antofagasta;Tienda;Polera;Vestuario;12000;1;0.1
596;19/08/2024;69;1;254;María González Alfaro;cliente254@mail.cl;Hombre;50.0;Puerto Montt;Los Lagos;App;Perfume;Belleza;35000;3;
597;20/08/2024;43;0;138;John Alvarado Albornoz;cliente138@mail.cl;Mujer;34.0;Santiago;Metropolitana;Tienda;Refrigerador;Electrohogar;800000;1;
598;21/08/2024;19;5;207;Eduardo René Valenzuela Venegas;cliente207@mail.cl;Mujer;44.0;Temuco;;Web;Polera;;12000;2;0.05
599;22/08/2024;16;3;262;Nicolás Soto Aguilera;cliente262@mail.cl;Mujer;37.0;Temuco;La Araucanía;App;Zapatillas;;55000;1;0.1
600;23/08/2024;8;1;122;Carlos Aranda-Ortiz;cliente122@mail.cl;Mujer;27.0;Puerto Montt;Los Lagos;Web;Pantalón;;25000;2;0.0
601;24/08/2024;59;1;148;Víctor Alejandro Ramírez Soto;cliente148@mail.cl;Hombre;22.0;Antofagasta;Antofagasta;App;Lavadora;Electrohogar;700000;1;
602;25/08/2024;60;1;80;Pedro Ramón Serrano Ibáñez;cliente80@mail.cl;Mujer;18.0;Valparaíso;Valparaíso;Tienda;Pantalón;Vestuario;25000;3;0.1
603;26/08/2024;57;3;64;Arnoldo Anselmo Cubillos Veloso;cliente64@mail.cl;Hombre;23.0;Concepción;Biobío;Tienda;Maquillaje;;15000;3;0.1
604;27/08/2024;53;1;81;Joaquín Jaime Segura Parra;cliente81@mail.cl;Mujer;35.0;Puerto Montt;;App;Refrigerador;Electrohogar;800000;1;
605;28/08/2024;13;0;115;Juan Michel Maldonado Molina;cliente115@mail.cl;Mujer;35.0;Talcahuano;Biobío;Web;Pantalón;Vestuario;25000;3;0.1
606;29/08/2024;14;0;191;Claudio Rodrigo Mancilla Sáez;cliente191@mail.cl;Mujer;32.0;Santiago;Región Metropolitana;Tienda;Lavadora;Electrohogar;700000;1;0.1
607;30/08/2024;51;7;93;Irma Espinoza Araya;cliente93@mail.cl;Mujer;29.0;Rancagua;;App;TV;Electrohogar;650000;1;0.05
608;31/08/2024;35;1;180;Gisela Carol Ávila Suárez;cliente180@mail.cl;Hombre;70.0;Antofagasta;;App;Refrigerador;;800000;2;0.1
609;01/09/2024;10;7;2;Rosa Gaete Castro;cliente2@mail.cl;Hombre;36.0;Valparaíso;;Web;Polera;Vestuario;12000;1;0.1
610;02/09/2024;57;3;232;Miguel Araya Segura;cliente232@mail.cl;Hombre;40.0;Concepción;Biobío;Web;TV;;650000;1;0.1
611;03/09/2024;37;1;129;Alejandra Castro Torres;cliente129@mail.cl;Mujer;39.0;Viña del Mar;;Tienda;Lavadora;Electrohogar;700000;3;0.1
612;04/09/2024;54;9;164;Samuel Arias;cliente164@mail.cl;Mujer;28.0;Talcahuano;Biobío;Web;TV;Electrohogar;650000;1;0.1
613;05/09/2024;34;1;143;Margarita Gladys Riquelme Mamani;cliente143@mail.cl;Mujer;18.0;Concepción;;App;Refrigerador;;800000;1;0.05
614;06/09/2024;9;9;135;Sergio Guerrero Salazar;cliente135@mail.cl;Mujer;26.0;Valparaíso;Valparaíso;Web;Smartphone;Tecnología;450000;2;0.05
615;07/09/2024;60;1;136;Maritza Thiare Mora Miranda;cliente136@mail.cl;Mujer;56.0;Valparaíso;Valparaíso;Tienda;Pantalón;;25000;2;0.05
616;08/09/2024;63;5;186;Laura Mary Sánchez Quintanilla;cliente186@mail.cl;Mujer;46.0;Rancagua;O'Higgins;App;Lavadora;Electrohogar;700000;3;0.0
617;09/09/2024;51;7;25;Lissette Susan Mella Sánchez;cliente25@mail.cl;Mujer;31.0;Rancagua;O'Higgins;Web;Perfume;Belleza;35000;3;0.05
618;10/09/2024;63;5;231;Tomás Johan Vargas Leiva;cliente231@mail.cl;Hombre;29.0;Rancagua;O'Higgins;Web;Maquillaje;;15000;1;
619;11/09/2024;53;1;166;Sergio Carlos Pavez Díaz;cliente166@mail.cl;Mujer;42.0;Puerto Montt;Los Lagos;Web;Zapatillas;;55000;3;0.1
620;12/09/2024;63;5;20;Manuel Muñoz González;cliente20@mail.cl;Hombre;21.0;Rancagua;O'Higgins;App;Refrigerador;Electrohogar;800000;1;0.1
621;13/09/2024;47;1;172;Manuel Candia Garrido;cliente172@mail.cl;Hombre;28.0;Viña del Mar;;App;Pantalón;;25000;1;0.05
622;14/09/2024;4;3;115;Juan Michel Maldonado Molina;cliente115@mail.cl;Mujer;35.0;Concepción;Biobío;Tienda;Refrigerador;Electrohogar;800000;1;0.05
623;15/09/2024;21;5;110;Flavia Estela Cruz Castro;cliente110@mail.cl;Mujer;37.0;Puerto Montt;Los Lagos;Tienda;Smartphone;;450000;3;
624;16/09/2024;43;0;25;Lissette Susan Mella Sánchez;cliente25@mail.cl;Mujer;31.0;Santiago;;Tienda;Perfume;Belleza;35000;2;0.0
625;17/09/2024;49;1;122;Carlos Aranda-Ortiz;cliente122@mail.cl;Mujer;27.0;Antofagasta;;Tienda;Perfume;;35000;2;0.0
626;18/09/2024;45;2;152;Cristian Daniel Muñoz Morales;cliente152@mail.cl;Mujer;42.0;Talcahuano;Biobío;Web;Lavadora;Electrohogar;700000;2;
627;19/09/2024;65;0;71;Juan Rivera;cliente71@mail.cl;Mujer;42.0;Rancagua;O'Higgins;App;TV;Electrohogar;650000;1;
628;20/09/2024;14;0;134;Flor Samantha Méndez Cuevas;cliente134@mail.cl;Hombre;43.0;Santiago;Región Metropolitana;Web;Perfume;Belleza;35000;3;0.0
629;21/09/2024;53;1;125;Martín Jorge Vergara Sáez;cliente125@mail.cl;Mujer;45.0;Puerto Montt;;App;Perfume;Belleza;35000;2;0.1
630;22/09/2024;41;4;207;Eduardo René Valenzuela Venegas;cliente207@mail.cl;Mujer;44.0;Antofagasta;;Web;Lavadora;Electrohogar;700000;2;
631;23/09/2024;4;3;226;Carol Adelina Maldonado Saavedra;cliente226@mail.cl;Hombre;51.0;Concepción;Biobío;Tienda;Smartphone;;450000;1;0.05
632;24/09/2024;58;1;216;Víctor Raúl Ibarra Paredes;cliente216@mail.cl;Hombre;47.0;Puerto Montt;Los Lagos;Web;Polera;Vestuario;12000;3;0.1
633;25/09/2024;36;4;71;Juan Rivera;cliente71@mail.cl;Mujer;42.0;Rancagua;;Web;Polera;Vestuario;12000;3;0.1
634;26/09/2024;21;5;116;Daniel Alejandro Rivera Ibarra;cliente116@mail.cl;Mujer;41.0;Puerto Montt;Los Lagos;Web;Maquillaje;Belleza;15000;1;0.0
635;27/09/2024;9;9;18;Vanessa Emilia Osorio Saavedra;cliente18@mail.cl;Mujer;41.0;Valparaíso;Valparaíso;Tienda;Maquillaje;;15000;3;0.0
636;28/09/2024;5;1;181;Alexandra Fuentes Lara;cliente181@mail.cl;Hombre;45.0;Talcahuano;;App;Zapatillas;Calzado;55000;3;0.1
637;29/09/2024;54;9;175;Carolina Villagrán Miranda;cliente175@mail.cl;Hombre;41.0;Talcahuano;Biobío;App;Pantalón;Vestuario;25000;3;0.05
638;30/09/2024;47;1;37;Alejandro Rodrigo Toro Espinoza;cliente37@mail.cl;Hombre;40.0;Viña del Mar;;Web;Polera;Vestuario;12000;2;0.05
639;01/10/2024;31;4;214;Carlos Valdés Muñoz;cliente214@mail.cl;Hombre;45.0;Rancagua;;Tienda;Perfume;Belleza;35000;1;
640;02/10/2024;54;9;166;Sergio Carlos Pavez Díaz;cliente166@mail.cl;Mujer;42.0;Talcahuano;;Web;Refrigerador;Electrohogar;800000;2;0.0
641;03/10/2024;14;0;190;Elia Alicia Araya Mora;cliente190@mail.cl;Hombre;19.0;Santiago;Región Metropolitana;Tienda;Pantalón;;25000;1;0.05
642;04/10/2024;59;1;214;Carlos Valdés Muñoz;cliente214@mail.cl;Hombre;45.0;Antofagasta;;Web;Perfume;;35000;1;0.1
643;05/10/2024;10;7;227;Franklin Torres Pastén;cliente227@mail.cl;Mujer;38.0;Valparaíso;Valparaíso;Tienda;TV;Electrohogar;650000;2;0.05
644;06/10/2024;68;2;18;Vanessa Emilia Osorio Saavedra;cliente18@mail.cl;Mujer;41.0;Santiago;Región Metropolitana;App;Lavadora;Electrohogar;700000;1;0.0
645;07/10/2024;13;0;96;Javier Aravena;cliente96@mail.cl;Hombre;20.0;Talcahuano;;Web;Notebook;;750000;3;
646;08/10/2024;50;0;276;Valeska Godoy Riquelme;cliente276@mail.cl;Hombre;43.0;Temuco;La Araucanía;App;Zapatillas;;55000;3;0.1
647;09/10/2024;70;6;69;Raquel Silva Méndez;cliente69@mail.cl;Mujer;42.0;Talcahuano;Biobío;Web;TV;;650000;2;
648;10/10/2024;30;0;133;Sara Saavedra;cliente133@mail.cl;Hombre;25.0;Valparaíso;;Web;Refrigerador;Electrohogar;800000;1;0.1
649;11/10/2024;24;3;249;María Sofía Morales Arellano;cliente249@mail.cl;Mujer;59.0;La Serena;Coquimbo;Web;Polera;;12000;3;0.0
650;12/10/2024;58;1;29;Jorge Giovanny Valencia Ramírez;cliente29@mail.cl;Hombre;30.0;Puerto Montt;Los Lagos;App;Perfume;Belleza;35000;3;0.0
651;13/10/2024;46;5;251;Luis Cisternas Apablaza;cliente251@mail.cl;Hombre;22.0;La Serena;Coquimbo;Tienda;Lavadora;Electrohogar;700000;1;0.0
652;14/10/2024;48;6;141;Pedro Pablo Castro Ojeda;cliente141@mail.cl;Mujer;40.0;Valparaíso;;App;Refrigerador;Electrohogar;800000;3;
653;15/10/2024;23;0;62;Raimundo Mario Rubilar Flores;cliente62@mail.cl;Mujer;35.0;Concepción;;Web;Polera;;12000;3;0.1
654;16/10/2024;21;5;110;Flavia Estela Cruz Castro;cliente110@mail.cl;Mujer;37.0;Puerto Montt;Los Lagos;Web;Polera;Vestuario;12000;2;0.1
655;17/10/2024;68;2;170;Benjamín Abarca;cliente170@mail.cl;Hombre;28.0;Santiago;RM;Web;Refrigerador;Electrohogar;800000;3;0.05
656;18/10/2024;42;4;96;Javier Aravena;cliente96@mail.cl;Hombre;20.0;Talcahuano;;Tienda;Refrigerador;;800000;3;0.05
657;19/10/2024;50;0;155;Gonzalo Felipe Martínez Acevedo;cliente155@mail.cl;Mujer;41.0;Temuco;La Araucanía;Web;TV;;650000;2;0.05
658;20/10/2024;2;2;53;Eduardo Manuel Morales Riffo;cliente53@mail.cl;Mujer;29.0;Rancagua;;Tienda;Perfume;;35000;3;0.05
659;21/10/2024;36;4;83;Vilma Leyla Escobar Fuentes;cliente83@mail.cl;Hombre;55.0;Rancagua;O'Higgins;Tienda;Refrigerador;;800000;2;
660;22/10/2024;49;1;193;Florinda Josefa Cortés Morales;cliente193@mail.cl;Hombre;40.0;Antofagasta;;App;Maquillaje;Belleza;15000;1;0.1
661;23/10/2024;67;0;108;Gonzalo Jorge Muñoz Reyes;cliente108@mail.cl;Hombre;40.0;Talcahuano;Biobío;Web;Zapatillas;Calzado;55000;2;
662;24/10/2024;16;3;236;María Silvia Parra Espinosa;cliente236@mail.cl;Mujer;45.0;Temuco;La Araucanía;Web;Notebook;Tecnología;750000;1;0.1
663;25/10/2024;43;0;23;Brayan Amaro Araya Valenzuela;cliente23@mail.cl;Mujer;38.0;Santiago;;Tienda;Smartphone;Tecnología;450000;2;
664;26/10/2024;7;8;65;Manuel Rodríguez;cliente65@mail.cl;Hombre;47.0;Valparaíso;Valparaíso;App;TV;;650000;1;
665;27/10/2024;52;0;183;Patricia Antonia García Muñoz;cliente183@mail.cl;Mujer;25.0;Talcahuano;;Tienda;Polera;Vestuario;12000;2;0.05
666;28/10/2024;32;5;201;Miguel Avendaño Soto;cliente201@mail.cl;Mujer;42.0;Puerto Montt;;Tienda;Polera;;12000;3;0.0
667;29/10/2024;51;7;240;María Evelyn Rodríguez Mardones;cliente240@mail.cl;Hombre;48.0;Rancagua;O'Higgins;Tienda;Pantalón;;25000;1;
668;30/10/2024;53;1;135;Sergio Guerrero Salazar;cliente135@mail.cl;Mujer;26.0;Puerto Montt;Los Lagos;Web;TV;Electrohogar;650000;3;
669;31/10/2024;65;0;260;Carlos Wladimir Lara Muñoz;cliente260@mail.cl;Mujer;47.0;Rancagua;;Tienda;Maquillaje;;15000;3;0.05
670;01/11/2024;23;0;15;Carmen Fuenzalida López;cliente15@mail.cl;Hombre;18.0;Concepción;Biobío;Tienda;Polera;;12000;3;0.05
671;02/11/2024;13;0;136;Maritza Thiare Mora Miranda;cliente136@mail.cl;Mujer;56.0;Talcahuano;;Tienda;Maquillaje;Belleza;15000;3;
672;03/11/2024;60;1;179;Bárbara Valeria Vergara Solar;cliente179@mail.cl;Hombre;34.0;Valparaíso;Valparaíso;Tienda;Lavadora;Electrohogar;700000;3;0.1
673;04/11/2024;24;3;97;Tatiana Catalina Gutiérrez Quiroz;cliente97@mail.cl;Mujer;41.0;La Serena;;Tienda;Perfume;Belleza;35000;2;
